rain,radarX,radarY,date,latitude,longitude,labels,tiffile
173.0,363.0,410.0,2017-03-07,52.2511997,5.1110596,1,ahn2_5_31fn2.tif
75.0,367.0,487.0,2017-03-07,51.5871608,5.077404,1,ahn2_5_50fn1.tif
1299.0,336.0,440.0,2017-03-08,52.0158935,4.7094017,1,ahn2_5_38an2.tif
1477.0,366.0,407.0,2017-03-08,52.2755851,5.1627331,1,ahn2_5_25hz2.tif
1564.0,423.0,461.0,2017-03-08,51.7659091,5.8756858,1,ahn2_5_46an2.tif
600.0,320.0,453.0,2017-03-09,51.9204192,4.4595994,1,ahn2_5_37hn1.tif
24.0,364.0,426.0,2017-03-09,52.1175311,5.1034467,1,ahn2_5_31hn2.tif
25.0,313.0,443.0,2017-03-10,52.0053386,4.3821391,1,ahn2_5_37en2.tif
437.0,319.0,437.0,2017-03-11,52.0582305,4.4636888,1,ahn2_5_30hz1.tif
227.0,320.0,451.0,2017-03-11,51.9342167,4.4690501,1,ahn2_5_37fz1.tif
144.0,321.0,451.0,2017-03-11,51.9298692,4.4797704,1,ahn2_5_37fz1.tif
11.0,397.0,503.0,2017-03-11,51.4296521,5.462477,1,ahn2_5_51gn1.tif
571.0,305.0,434.0,2017-03-17,52.0918027,4.2754357,1,ahn2_5_30dn2.tif
616.0,309.0,437.0,2017-03-17,52.0627348,4.3311501,1,ahn2_5_30gz1.tif
577.0,311.0,444.0,2017-03-17,52.0031816,4.3531323,1,ahn2_5_37en1.tif
658.0,320.0,424.0,2017-03-17,52.1655374,4.4990922,1,ahn2_5_30fz1.tif
731.0,326.0,447.0,2017-03-17,51.9600604,4.5506944,1,ahn2_5_37fz2.tif
725.0,334.0,364.0,2017-03-17,52.6685721,4.7674064,1,ahn2_5_19bn1.tif
703.0,338.0,364.0,2017-03-17,52.6668609,4.8255451,1,ahn2_5_19bn2.tif
1087.0,352.0,484.0,2017-03-17,51.6272057,4.8671264,1,ahn2_5_44dz2.tif
665.0,382.0,380.0,2017-03-17,52.4968496,5.4241215,1,ahn2_5_20dz2.tif
676.0,422.0,411.0,2017-03-17,52.1965214,5.9444513,1,ahn2_5_33bz1.tif
995.0,306.0,439.0,2017-03-18,52.0484229,4.2867744,1,ahn2_5_30dz2.tif
970.0,309.0,437.0,2017-03-18,52.0605307,4.3346255,1,ahn2_5_30gz1.tif
571.0,311.0,454.0,2017-03-18,51.9143111,4.3401626,1,ahn2_5_37gn1.tif
754.0,319.0,452.0,2017-03-18,51.9210103,4.4592948,1,ahn2_5_37hn1.tif
722.0,320.0,456.0,2017-03-18,51.8935442,4.4685091,1,ahn2_5_37hn1.tif
772.0,321.0,451.0,2017-03-18,51.9344777,4.4790706,1,ahn2_5_37fz1.tif
962.0,323.0,453.0,2017-03-18,51.9119969,4.5062423,1,ahn2_5_37hn1.tif
390.0,348.0,401.0,2017-03-18,52.339121,4.9207833,1,ahn2_5_25gn1.tif
1210.0,369.0,491.0,2017-03-18,51.5582885,5.0981641,1,ahn2_5_50fn1.tif
699.0,449.0,320.0,2017-03-18,52.9527592,6.4566651,1,ahn2_5_12cz2.tif
243.0,347.0,400.0,2017-03-19,52.3536752,4.9021457,1,ahn2_5_25gn1.tif
511.0,309.0,437.0,2017-03-20,52.0594039,4.3236021,1,ahn2_5_30gz1.tif
802.0,313.0,433.0,2017-03-20,52.0944582,4.3923659,1,ahn2_5_30gn2.tif
1594.0,307.0,434.0,2017-03-25,52.0918897,4.2990428,1,ahn2_5_30gn1.tif
14.0,308.0,437.0,2017-03-25,52.0585619,4.320939,1,ahn2_5_30gz1.tif
220.0,321.0,452.0,2017-03-25,51.9264362,4.4818538,1,ahn2_5_37fz1.tif
620.0,321.0,453.0,2017-03-25,51.9135104,4.4853554,1,ahn2_5_37hn1.tif
620.0,321.0,453.0,2017-03-25,51.9178476,4.4786965,1,ahn2_5_37hn1.tif
60.0,341.0,400.0,2017-03-28,52.3547983,4.8125893,1,ahn2_5_25dn2.tif
20.0,311.0,433.0,2017-03-29,52.092321,4.3663358,1,ahn2_5_30gn2.tif
13.0,311.0,435.0,2017-03-29,52.0758996,4.3612547,1,ahn2_5_30gz1.tif
13.0,321.0,423.0,2017-03-29,52.1758007,4.5085079,1,ahn2_5_30fz1.tif
12.0,331.0,427.0,2017-03-29,52.1356176,4.6523139,1,ahn2_5_31cn1.tif
18.0,344.0,401.0,2017-03-29,52.3449314,4.8604358,1,ahn2_5_25dn2.tif
31.0,369.0,395.0,2017-03-29,52.3765434,5.2164855,1,ahn2_5_26az1.tif
37.0,431.0,433.0,2017-03-29,52.001292,6.033488,1,ahn2_5_40bn2.tif
19.0,367.0,407.0,2017-03-31,52.2788938,5.1731056,1,ahn2_5_26cz1.tif
53.0,489.0,404.0,2017-03-31,52.1963691,6.8827802,1,ahn2_5_34fz2.tif
61.0,324.0,435.0,2017-04-01,52.0645389,4.5350335,1,ahn2_5_30hz2.tif
82.0,347.0,401.0,2017-04-01,52.3434349,4.9062947,1,ahn2_5_25gn1.tif
17.0,348.0,396.0,2017-04-01,52.3881058,4.9242109,1,ahn2_5_25ez1.tif
616.0,367.0,495.0,2017-04-01,51.521314,5.0677718,1,ahn2_5_50fz1.tif
20.0,429.0,374.0,2017-04-04,52.5082031,6.0935157,1,ahn2_5_21gz1.tif
114.0,307.0,434.0,2017-04-09,52.0916804,4.3007115,1,ahn2_5_30gn1.tif
43.0,305.0,437.0,2017-04-12,52.061512,4.2744798,1,ahn2_5_30dz2.tif
36.0,305.0,438.0,2017-04-12,52.0535974,4.2740332,1,ahn2_5_30dz2.tif
155.0,348.0,401.0,2017-04-12,52.3448527,4.9108144,1,ahn2_5_25gn1.tif
111.0,385.0,421.0,2017-04-12,52.1429834,5.4039449,1,ahn2_5_32dn2.tif
139.0,436.0,441.0,2017-04-12,51.9287577,6.0849454,1,ahn2_5_40ez1.tif
117.0,304.0,434.0,2017-04-14,52.0931656,4.2663808,1,ahn2_5_30dn2.tif
129.0,308.0,436.0,2017-04-14,52.0688344,4.3148163,1,ahn2_5_30gz1.tif
129.0,308.0,440.0,2017-04-14,52.039603,4.3158079,1,ahn2_5_30gz1.tif
64.0,313.0,452.0,2017-04-14,51.9273487,4.3734013,1,ahn2_5_37ez2.tif
76.0,320.0,451.0,2017-04-14,51.9350509,4.4651013,1,ahn2_5_37fz1.tif
14.0,397.0,370.0,2017-04-14,52.5675625,5.6463613,1,ahn2_5_20hn1.tif
177.0,305.0,438.0,2017-04-15,52.0563157,4.2715468,1,ahn2_5_30dz2.tif
193.0,311.0,445.0,2017-04-15,51.9941322,4.3533847,1,ahn2_5_37en1.tif
226.0,318.0,451.0,2017-04-15,51.9376496,4.4359733,1,ahn2_5_37ez2.tif
257.0,323.0,412.0,2017-04-15,52.2625414,4.5562489,1,ahn2_5_24hz2.tif
21.0,321.0,453.0,2017-04-16,51.9178578,4.4764536,1,ahn2_5_37hn1.tif
19.0,324.0,458.0,2017-04-16,51.8748858,4.5139251,1,ahn2_5_37hn1.tif
346.0,344.0,401.0,2017-04-16,52.3451057,4.8646456,1,ahn2_5_25dn2.tif
543.0,347.0,399.0,2017-04-16,52.3598258,4.9060518,1,ahn2_5_25gn1.tif
188.0,350.0,380.0,2017-04-16,52.5251307,4.9666548,1,ahn2_5_19gz2.tif
135.0,412.0,423.0,2017-04-16,52.1023654,5.7783882,1,ahn2_5_33cn1.tif
245.0,480.0,431.0,2017-04-16,51.975321,6.7094376,1,ahn2_5_41en2.tif
731.0,303.0,438.0,2017-04-17,52.0569278,4.2426015,1,ahn2_5_30dz2.tif
733.0,306.0,437.0,2017-04-17,52.0669644,4.2836348,1,ahn2_5_30dz2.tif
702.0,318.0,453.0,2017-04-17,51.9186898,4.4354351,1,ahn2_5_37gn2.tif
708.0,321.0,456.0,2017-04-17,51.891849,4.4829339,1,ahn2_5_37hn1.tif
737.0,325.0,449.0,2017-04-17,51.9454987,4.5356498,1,ahn2_5_37fz2.tif
926.0,336.0,440.0,2017-04-17,52.0158935,4.7094017,1,ahn2_5_38an2.tif
464.0,349.0,394.0,2017-04-17,52.39912,4.9357463,1,ahn2_5_25ez1.tif
271.0,307.0,434.0,2017-04-18,52.0903168,4.302245,1,ahn2_5_30gn1.tif
465.0,308.0,438.0,2017-04-18,52.0564537,4.3164398,1,ahn2_5_30gz1.tif
339.0,309.0,437.0,2017-04-18,52.0574004,4.3246996,1,ahn2_5_30gz1.tif
393.0,309.0,439.0,2017-04-18,52.0398288,4.3228718,1,ahn2_5_30gz1.tif
317.0,325.0,450.0,2017-04-18,51.9424288,4.5399694,1,ahn2_5_37fz2.tif
488.0,393.0,398.0,2017-04-18,52.3315609,5.5441158,1,ahn2_5_26gn2.tif
15.0,341.0,400.0,2017-04-21,52.3546502,4.8229102,1,ahn2_5_25dn2.tif
136.0,457.0,359.0,2017-04-21,52.6095114,6.5065614,1,ahn2_5_22bz1.tif
123.0,308.0,440.0,2017-04-22,52.0392872,4.3127253,1,ahn2_5_30gz1.tif
96.0,320.0,452.0,2017-04-22,51.9220013,4.4652105,1,ahn2_5_37hn1.tif
124.0,321.0,456.0,2017-04-22,51.8914545,4.4792562,1,ahn2_5_37hn1.tif
184.0,342.0,397.0,2017-04-22,52.3832234,4.8337097,1,ahn2_5_25bz2.tif
259.0,417.0,455.0,2017-04-22,51.8278704,5.8100049,1,ahn2_5_40cz1.tif
107.0,333.0,426.0,2017-04-23,52.1417327,4.682278,1,ahn2_5_31cn2.tif
236.0,311.0,455.0,2017-04-24,51.9048589,4.345687,1,ahn2_5_37gn1.tif
426.0,312.0,435.0,2017-04-24,52.0779739,4.3713898,1,ahn2_5_30gz2.tif
380.0,314.0,434.0,2017-04-24,52.0837942,4.3972866,1,ahn2_5_30gz2.tif
310.0,324.0,437.0,2017-04-24,52.0550962,4.5378845,1,ahn2_5_30hz2.tif
230.0,326.0,457.0,2017-04-24,51.8767613,4.5442558,1,ahn2_5_37hn2.tif
220.0,346.0,399.0,2017-04-24,52.3632658,4.884355,1,ahn2_5_25gn1.tif
107.0,396.0,453.0,2017-04-24,51.8559001,5.5115844,1,ahn2_5_39gz1.tif
170.0,305.0,436.0,2017-04-25,52.0744676,4.2782882,1,ahn2_5_30dz2.tif
194.0,306.0,437.0,2017-04-25,52.0625115,4.2829061,1,ahn2_5_30dz2.tif
352.0,320.0,451.0,2017-04-25,51.933892,4.4673367,1,ahn2_5_37fz1.tif
295.0,317.0,428.0,2017-04-26,52.1324681,4.4478559,1,ahn2_5_30hn1.tif
195.0,306.0,435.0,2017-04-27,52.0789512,4.2928218,1,ahn2_5_30dz2.tif
146.0,320.0,455.0,2017-04-27,51.903262,4.4606015,1,ahn2_5_37hn1.tif
66.0,369.0,396.0,2017-04-27,52.3734264,5.2176429,1,ahn2_5_26cn1.tif
459.0,305.0,436.0,2017-04-28,52.071787,4.2793441,1,ahn2_5_30dz2.tif
615.0,309.0,435.0,2017-04-28,52.0742461,4.3277859,1,ahn2_5_30gz1.tif
360.0,309.0,437.0,2017-04-28,52.0624851,4.3313747,1,ahn2_5_30gz1.tif
278.0,309.0,438.0,2017-04-28,52.0562945,4.3255456,1,ahn2_5_30gz1.tif
158.0,319.0,424.0,2017-04-28,52.1652945,4.4832143,1,ahn2_5_30fz1.tif
517.0,320.0,453.0,2017-04-28,51.9187441,4.4625154,1,ahn2_5_37hn1.tif
572.0,323.0,456.0,2017-04-28,51.8848211,4.5105315,1,ahn2_5_37hn1.tif
18.0,305.0,438.0,2017-05-01,52.0557736,4.2741121,1,ahn2_5_30dz2.tif
22.0,397.0,503.0,2017-05-01,51.4279609,5.463296,1,ahn2_5_51gn1.tif
22.0,398.0,500.0,2017-05-01,51.4545559,5.4792701,1,ahn2_5_51gn1.tif
32.0,403.0,503.0,2017-05-01,51.4237186,5.5510041,1,ahn2_5_51gn2.tif
217.0,305.0,438.0,2017-05-02,52.0536738,4.2783052,1,ahn2_5_30dz2.tif
587.0,316.0,454.0,2017-05-02,51.9147517,4.4042691,1,ahn2_5_37gn2.tif
303.0,321.0,422.0,2017-05-02,52.1778136,4.5132931,1,ahn2_5_30fz2.tif
568.0,308.0,438.0,2017-05-03,52.0540602,4.3102565,1,ahn2_5_30gz1.tif
439.0,309.0,433.0,2017-05-03,52.0973642,4.3400848,1,ahn2_5_30gn1.tif
150.0,294.0,505.0,2017-05-04,51.4899839,4.050022,1,ahn2_5_49az1.tif
15.0,343.0,401.0,2017-05-04,52.3508009,4.8494467,1,ahn2_5_25dn2.tif
1394.0,284.0,508.0,2017-05-11,51.4639262,3.9115585,1,ahn2_5_65hz1.tif
1395.0,323.0,452.0,2017-05-12,51.9199398,4.5046827,1,ahn2_5_37hn1.tif
1503.0,323.0,456.0,2017-05-12,51.8916963,4.5087362,1,ahn2_5_37hn1.tif
1631.0,346.0,447.0,2017-05-12,51.9529935,4.8389477,1,ahn2_5_38bz2.tif
1010.0,370.0,399.0,2017-05-12,52.3432385,5.2250954,1,ahn2_5_26cn1.tif
250.0,306.0,437.0,2017-05-13,52.0663658,4.2907669,1,ahn2_5_30dz2.tif
331.0,309.0,435.0,2017-05-13,52.080652,4.3304499,1,ahn2_5_30gz1.tif
331.0,309.0,435.0,2017-05-13,52.0794214,4.3334813,1,ahn2_5_30gz1.tif
180.0,311.0,443.0,2017-05-13,52.0099943,4.356716,1,ahn2_5_37en1.tif
190.0,322.0,452.0,2017-05-13,51.9212019,4.4899925,1,ahn2_5_37hn1.tif
190.0,322.0,452.0,2017-05-13,51.9234286,4.5004188,1,ahn2_5_37fz1.tif
293.0,342.0,401.0,2017-05-13,52.3482714,4.8366326,1,ahn2_5_25dn2.tif
319.0,345.0,399.0,2017-05-13,52.363658,4.8737565,1,ahn2_5_25gn1.tif
651.0,348.0,462.0,2017-05-13,51.8215272,4.8504105,1,ahn2_5_38dz2.tif
1764.0,387.0,380.0,2017-05-13,52.4942026,5.4920291,1,ahn2_5_20gz1.tif
67.0,308.0,439.0,2017-05-14,52.0418474,4.310579,1,ahn2_5_30gz1.tif
27.0,310.0,443.0,2017-05-14,52.0109407,4.3320648,1,ahn2_5_37en1.tif
239.0,312.0,454.0,2017-05-14,51.9129654,4.3544402,1,ahn2_5_37gn1.tif
203.0,321.0,456.0,2017-05-14,51.8928877,4.4775428,1,ahn2_5_37hn1.tif
76.0,425.0,355.0,2017-05-14,52.6712737,6.0657324,1,ahn2_5_21en1.tif
1193.0,484.0,299.0,2017-05-14,53.1002825,6.9995422,1,ahn2_5_13an1.tif
23.0,313.0,451.0,2017-05-15,51.9360863,4.3713718,1,ahn2_5_37ez2.tif
23.0,315.0,454.0,2017-05-15,51.9151278,4.3938667,1,ahn2_5_37gn2.tif
28.0,317.0,453.0,2017-05-15,51.9148459,4.4242957,1,ahn2_5_37gn2.tif
21.0,322.0,451.0,2017-05-15,51.9328773,4.5002201,1,ahn2_5_37fz1.tif
21.0,326.0,447.0,2017-05-15,51.9617659,4.5529033,1,ahn2_5_37fz2.tif
22.0,367.0,488.0,2017-05-15,51.586652,5.0753585,1,ahn2_5_50fn1.tif
16.0,306.0,436.0,2017-05-16,52.0734147,4.2928843,1,ahn2_5_30dz2.tif
73.0,309.0,435.0,2017-05-16,52.0806525,4.3305082,1,ahn2_5_30gz1.tif
15.0,306.0,435.0,2017-05-17,52.0827952,4.2874558,1,ahn2_5_30dz2.tif
13.0,329.0,491.0,2017-05-17,51.5877284,4.5473214,1,ahn2_5_43hz2.tif
157.0,305.0,437.0,2017-05-18,52.0633764,4.2682353,1,ahn2_5_30dz2.tif
160.0,308.0,432.0,2017-05-18,52.1040618,4.317854,1,ahn2_5_30gn1.tif
139.0,343.0,397.0,2017-05-18,52.3841428,4.853455,1,ahn2_5_25bz2.tif
130.0,346.0,397.0,2017-05-18,52.3772257,4.8965277,1,ahn2_5_25ez1.tif
115.0,349.0,402.0,2017-05-18,52.3324689,4.9338273,1,ahn2_5_25gn1.tif
734.0,439.0,573.0,2017-05-18,50.7982236,5.9341965,1,ahn2_5_69gn1.tif
19.0,367.0,413.0,2017-05-19,52.2215846,5.1665759,1,ahn2_5_31fn2.tif
557.0,368.0,412.0,2017-05-20,52.2302145,5.1876693,1,ahn2_5_32an1.tif
655.0,368.0,413.0,2017-05-20,52.225621,5.1768887,1,ahn2_5_32an1.tif
13.0,482.0,395.0,2017-05-20,52.2787016,6.8016628,1,ahn2_5_28hz1.tif
449.0,305.0,433.0,2017-05-22,52.0945511,4.2776005,1,ahn2_5_30dn2.tif
90.0,308.0,437.0,2017-05-22,52.0575142,4.3144459,1,ahn2_5_30gz1.tif
41.0,308.0,437.0,2017-05-23,52.0650831,4.3105455,1,ahn2_5_30gz1.tif
19.0,310.0,445.0,2017-05-23,51.9948128,4.3338422,1,ahn2_5_37en1.tif
111.0,312.0,434.0,2017-05-23,52.0868876,4.3783663,1,ahn2_5_30gz2.tif
13.0,337.0,437.0,2017-05-23,52.0406553,4.7158578,1,ahn2_5_31cz2.tif
133.0,308.0,436.0,2017-05-27,52.0670867,4.3153832,1,ahn2_5_30gz1.tif
70.0,309.0,437.0,2017-05-27,52.0592007,4.3239861,1,ahn2_5_30gz1.tif
879.0,320.0,454.0,2017-05-27,51.9063405,4.462576,1,ahn2_5_37hn1.tif
11.0,305.0,438.0,2017-05-28,52.052984,4.2747355,1,ahn2_5_30dz2.tif
95.0,310.0,434.0,2017-05-28,52.0852615,4.3429182,1,ahn2_5_30gz1.tif
1404.0,387.0,470.0,2017-05-28,51.7191615,5.3700388,1,ahn2_5_45bz1.tif
559.0,401.0,471.0,2017-05-28,51.7049342,5.5646235,1,ahn2_5_45ez2.tif
124.0,425.0,458.0,2017-05-28,51.7938475,5.9071437,1,ahn2_5_46bn1.tif
1369.0,428.0,440.0,2017-05-28,51.9450759,5.9751111,1,ahn2_5_40bz2.tif
142.0,304.0,437.0,2017-05-29,52.0638056,4.2632806,1,ahn2_5_30dz2.tif
264.0,309.0,437.0,2017-05-29,52.0595697,4.3240356,1,ahn2_5_30gz1.tif
601.0,313.0,428.0,2017-05-29,52.13718,4.3933279,1,ahn2_5_30gn2.tif
858.0,316.0,419.0,2017-05-29,52.2091219,4.442118,1,ahn2_5_30fn1.tif
23.0,398.0,500.0,2017-05-29,51.4541532,5.4871753,1,ahn2_5_51gn1.tif
1637.0,418.0,504.0,2017-05-29,51.4027907,5.7506139,1,ahn2_5_52cz1.tif
70.0,435.0,572.0,2017-05-30,50.8143855,5.8907433,1,ahn2_5_69ez1.tif
166.0,304.0,434.0,2017-06-01,52.0900472,4.2589146,1,ahn2_5_30dn2.tif
477.0,328.0,431.0,2017-06-03,52.0963529,4.5948464,1,ahn2_5_31cn1.tif
204.0,346.0,399.0,2017-06-03,52.3642301,4.8872247,1,ahn2_5_25gn1.tif
176.0,349.0,398.0,2017-06-03,52.3647694,4.9319157,1,ahn2_5_25gn1.tif
410.0,395.0,497.0,2017-06-03,51.4801527,5.4423641,1,ahn2_5_51bz2.tif
133.0,439.0,401.0,2017-06-03,52.2676003,6.1920591,1,ahn2_5_27gz2.tif
3520.0,449.0,361.0,2017-06-03,52.5988284,6.3989651,1,ahn2_5_22az1.tif
245.0,320.0,436.0,2017-06-04,52.0655691,4.4862018,1,ahn2_5_30hz1.tif
20.0,344.0,396.0,2017-06-04,52.3847774,4.871492,1,ahn2_5_25bz2.tif
48.0,305.0,438.0,2017-06-05,52.051937,4.2752281,1,ahn2_5_30dz2.tif
1150.0,337.0,460.0,2017-06-06,51.8407426,4.6908237,1,ahn2_5_38cz2.tif
901.0,342.0,390.0,2017-06-06,52.439615,4.841462,1,ahn2_5_25bn2.tif
1285.0,353.0,409.0,2017-06-06,52.272071,4.9704743,1,ahn2_5_25gz2.tif
800.0,372.0,430.0,2017-06-06,52.078866,5.2223628,1,ahn2_5_32cz1.tif
775.0,403.0,424.0,2017-06-06,52.1020117,5.654004,1,ahn2_5_32hn1.tif
1457.0,442.0,414.0,2017-06-06,52.1518353,6.2085275,1,ahn2_5_33fz1.tif
662.0,451.0,434.0,2017-06-06,51.9709446,6.3134752,1,ahn2_5_40fz2.tif
98.0,308.0,433.0,2017-06-07,52.0938649,4.3252852,1,ahn2_5_30gn1.tif
458.0,345.0,396.0,2017-06-07,52.3891158,4.8841986,1,ahn2_5_25ez1.tif
88.0,445.0,560.0,2017-06-07,50.9047085,6.0380117,1,ahn2_5_69fn1.tif
1074.0,299.0,442.0,2017-06-09,52.0280168,4.1802126,1,ahn2_5_37bn1.tif
1400.0,305.0,437.0,2017-06-09,52.0608823,4.275385,1,ahn2_5_30dz2.tif
1551.0,309.0,437.0,2017-06-09,52.0599924,4.3240693,1,ahn2_5_30gz1.tif
1655.0,310.0,434.0,2017-06-09,52.0868061,4.3442246,1,ahn2_5_30gz1.tif
1657.0,311.0,436.0,2017-06-09,52.0669072,4.3546644,1,ahn2_5_30gz1.tif
1886.0,319.0,425.0,2017-06-09,52.1593962,4.4869527,1,ahn2_5_30fz1.tif
2006.0,323.0,424.0,2017-06-09,52.1602875,4.5430855,1,ahn2_5_30fz2.tif
1971.0,332.0,425.0,2017-06-09,52.1517054,4.6711323,1,ahn2_5_31az2.tif
2399.0,342.0,389.0,2017-06-09,52.4509101,4.8424837,1,ahn2_5_25bn2.tif
1819.0,344.0,492.0,2017-06-09,51.5631415,4.7488934,1,ahn2_5_50bn1.tif
2506.0,345.0,405.0,2017-06-09,52.3145896,4.873809,1,ahn2_5_25dz2.tif
2126.0,346.0,398.0,2017-06-09,52.3709563,4.8916878,1,ahn2_5_25gn1.tif
2250.0,353.0,403.0,2017-06-09,52.3220378,4.9793934,1,ahn2_5_25gn2.tif
1774.0,357.0,414.0,2017-06-09,52.2286175,5.031354,1,ahn2_5_31fn1.tif
1948.0,363.0,412.0,2017-06-09,52.2400523,5.1121259,1,ahn2_5_31fn2.tif
1382.0,383.0,472.0,2017-06-09,51.7100549,5.3177676,1,ahn2_5_45bz1.tif
1355.0,422.0,453.0,2017-06-09,51.8352173,5.8826618,1,ahn2_5_40cz2.tif
11.0,308.0,435.0,2017-06-11,52.0748673,4.3239055,1,ahn2_5_30gz1.tif
16.0,349.0,398.0,2017-06-15,52.3657731,4.9394542,1,ahn2_5_25gn1.tif
742.0,453.0,289.0,2017-06-15,53.2163221,6.5633048,1,ahn2_5_07dn1.tif
415.0,454.0,290.0,2017-06-18,53.2099837,6.5805132,1,ahn2_5_07dz1.tif
139.0,365.0,428.0,2017-06-19,52.0995625,5.1220957,1,ahn2_5_31hn2.tif
13.0,305.0,440.0,2017-06-21,52.0399679,4.2679159,1,ahn2_5_30dz2.tif
1038.0,305.0,437.0,2017-06-22,52.0664591,4.2786447,1,ahn2_5_30dz2.tif
47.0,312.0,492.0,2017-06-22,51.5871794,4.3103306,1,ahn2_5_43gz1.tif
642.0,319.0,423.0,2017-06-22,52.175056,4.4848676,1,ahn2_5_30fz1.tif
953.0,324.0,414.0,2017-06-22,52.2498959,4.5586869,1,ahn2_5_30fn2.tif
137.0,366.0,491.0,2017-06-22,51.5603337,5.0591139,1,ahn2_5_50fn1.tif
26.0,386.0,486.0,2017-06-22,51.58363,5.3324033,1,ahn2_5_51bn1.tif
210.0,309.0,435.0,2017-06-25,52.0789025,4.3328254,1,ahn2_5_30gz1.tif
319.0,348.0,398.0,2017-06-27,52.3684022,4.9155175,1,ahn2_5_25gn1.tif
78.0,303.0,437.0,2017-06-28,52.0673624,4.2489416,1,ahn2_5_30dz2.tif
175.0,309.0,441.0,2017-06-28,52.0301114,4.3218203,1,ahn2_5_37en1.tif
328.0,313.0,440.0,2017-06-28,52.0341634,4.3777031,1,ahn2_5_30gz2.tif
5478.0,391.0,327.0,2017-06-28,52.9422008,5.6264517,1,ahn2_5_10hz1.tif
5478.0,391.0,327.0,2017-06-28,52.9443502,5.6256305,1,ahn2_5_10hz1.tif
5365.0,399.0,285.0,2017-06-28,53.3050164,5.7899764,1,ahn2_5_06az1.tif
6321.0,408.0,294.0,2017-06-28,53.2173948,5.9056746,1,ahn2_5_06cn2.tif
1128.0,411.0,457.0,2017-06-28,51.8116138,5.7156298,1,ahn2_5_45fn2.tif
6139.0,414.0,296.0,2017-06-28,53.1966048,5.9930623,1,ahn2_5_06dz2.tif
5938.0,414.0,297.0,2017-06-28,53.1871101,5.9925588,1,ahn2_5_06dz2.tif
6300.0,419.0,303.0,2017-06-28,53.130841,6.0597979,1,ahn2_5_11en1.tif
3483.0,421.0,452.0,2017-06-28,51.8434527,5.8678834,1,ahn2_5_40cz2.tif
6388.0,422.0,305.0,2017-06-28,53.1071668,6.0894992,1,ahn2_5_11en1.tif
6388.0,422.0,305.0,2017-06-28,53.1042103,6.0979682,1,ahn2_5_11en1.tif
6244.0,422.0,306.0,2017-06-28,53.102848,6.097561,1,ahn2_5_11ez1.tif
4878.0,427.0,379.0,2017-06-28,52.4647615,6.0623105,1,ahn2_5_27en1.tif
5293.0,427.0,408.0,2017-06-28,52.2205675,6.0171604,1,ahn2_5_33bn2.tif
5344.0,428.0,373.0,2017-06-28,52.5190541,6.0735424,1,ahn2_5_21gz1.tif
5537.0,428.0,374.0,2017-06-28,52.5081552,6.079206,1,ahn2_5_21gz1.tif
5244.0,434.0,342.0,2017-06-28,52.7751136,6.2054724,1,ahn2_5_16hn1.tif
3629.0,436.0,317.0,2017-06-28,52.9928804,6.2811428,1,ahn2_5_11hn2.tif
3080.0,438.0,317.0,2017-06-28,52.9889342,6.3003028,1,ahn2_5_11hz2.tif
4635.0,452.0,348.0,2017-06-28,52.7115563,6.4559325,1,ahn2_5_17cz2.tif
4851.0,454.0,347.0,2017-06-28,52.7159834,6.4898437,1,ahn2_5_17cz2.tif
42.0,309.0,437.0,2017-06-29,52.0591014,4.3249363,1,ahn2_5_30gz1.tif
19.0,317.0,442.0,2017-06-29,52.0104442,4.4418192,1,ahn2_5_37fn1.tif
439.0,305.0,438.0,2017-06-30,52.0585213,4.266749,1,ahn2_5_30dz2.tif
45.0,401.0,481.0,2017-06-30,51.611516,5.5526212,1,ahn2_5_45gz2.tif
574.0,314.0,420.0,2017-07-01,52.2060884,4.4186236,1,ahn2_5_30en2.tif
508.0,366.0,407.0,2017-07-01,52.2772554,5.1649425,1,ahn2_5_25hz2.tif
1367.0,420.0,453.0,2017-07-01,51.8402559,5.8537362,1,ahn2_5_40cz2.tif
1286.0,420.0,568.0,2017-07-01,50.8532349,5.689876,1,ahn2_5_69az2.tif
897.0,423.0,447.0,2017-07-01,51.8913338,5.9072642,1,ahn2_5_40dn1.tif
49.0,366.0,415.0,2017-07-02,52.2105158,5.1502295,1,ahn2_5_31fn2.tif
18.0,370.0,398.0,2017-07-02,52.3482183,5.2256202,1,ahn2_5_26cn1.tif
114.0,389.0,411.0,2017-07-02,52.2224835,5.4835625,1,ahn2_5_32en1.tif
1942.0,306.0,436.0,2017-07-06,52.070441,4.2940218,1,ahn2_5_30gz1.tif
2962.0,309.0,437.0,2017-07-06,52.0635016,4.3294549,1,ahn2_5_30gz1.tif
1927.0,337.0,491.0,2017-07-06,51.5807259,4.6556597,1,ahn2_5_50an1.tif
1142.0,347.0,398.0,2017-07-06,52.3732817,4.9005032,1,ahn2_5_25gn1.tif
978.0,352.0,403.0,2017-07-06,52.3252356,4.9735799,1,ahn2_5_25gn2.tif
1172.0,398.0,504.0,2017-07-06,51.4245922,5.4855594,1,ahn2_5_51gn1.tif
287.0,428.0,372.0,2017-07-06,52.529549,6.0786278,1,ahn2_5_21gz1.tif
12.0,302.0,438.0,2017-07-07,52.0596393,4.2312306,1,ahn2_5_30dz2.tif
21.0,305.0,435.0,2017-07-07,52.0808529,4.2760704,1,ahn2_5_30dz2.tif
121.0,306.0,435.0,2017-07-07,52.076969,4.2865245,1,ahn2_5_30dz2.tif
