relevance,word_in_title,word_in_description,word_in_attribute,len_of_query,len_of_attributes,brandname,nrBullets,search_term_nrNumbers,product_title_nrNumbers,product_description_nrNumbers,attributes_nrNumbers,product_title_measurements_nrMeasurementMatch,product_description_measurements_nrMeasurementMatch,attributes_measurements_nrMeasurementMatch
3.0,3,3,2,3,171,1.0,13,0,1,7,17,0,0,0
2.33,2,2,2,4,171,1.0,13,1,1,7,17,0,0,0
3.0,0,1,1,2,171,1.0,13,0,1,7,17,0,0,0
2.33,1,3,2,3,171,1.0,13,0,1,7,17,0,0,0
1.67,3,5,4,5,171,1.0,13,1,1,7,17,0,0,0
1.67,1,3,2,3,171,1.0,13,0,1,7,17,0,0,0
1.67,0,3,3,3,171,1.0,13,0,1,7,17,0,0,0
1.33,1,0,0,3,95,1.0,9,0,2,3,12,0,0,0
2.67,0,1,0,2,95,1.0,9,0,2,3,12,0,0,0
2.67,0,2,1,3,95,1.0,9,0,2,3,12,0,0,0
2.0,3,2,0,4,54,1.0,6,0,0,1,7,0,0,0
2.33,2,3,2,5,119,1.0,11,2,0,1,12,0,0,0
2.33,0,0,0,1,119,1.0,11,0,0,1,12,0,0,0
2.67,2,2,0,3,119,1.0,11,0,0,1,12,0,0,0
3.0,3,3,0,3,119,1.0,11,0,0,1,12,0,0,0
2.33,0,0,0,1,119,1.0,11,0,0,1,12,0,0,0
3.0,2,3,0,4,119,1.0,11,0,0,1,12,0,0,0
3.0,2,2,0,3,119,1.0,11,0,0,1,12,0,0,0
1.67,1,2,1,4,119,1.0,11,0,0,1,12,0,0,0
2.0,1,2,1,2,131,1.0,9,0,1,4,13,0,0,0
1.0,1,3,3,4,131,1.0,9,0,1,4,13,0,0,0
2.67,1,1,0,2,63,1.0,6,0,0,1,8,0,0,0
2.0,3,3,0,4,90,1.0,8,0,0,3,12,0,0,0
3.0,1,1,0,1,90,1.0,8,0,0,3,12,0,0,0
2.33,0,0,0,1,90,1.0,8,0,0,3,12,0,0,0
1.0,2,2,0,2,38,1.0,6,0,1,1,5,0,0,0
1.67,2,2,0,3,38,1.0,6,0,1,1,5,0,0,0
2.67,2,2,0,3,38,1.0,6,0,1,1,5,0,0,0
3.0,1,1,1,1,56,1.0,4,0,1,0,8,0,0,0
1.67,1,0,0,1,83,1.0,6,0,2,10,15,0,0,0
1.0,0,2,2,3,105,1.0,7,0,0,2,15,0,0,0
2.67,2,2,0,2,105,1.0,7,0,0,2,15,0,0,0
2.33,0,1,1,2,105,1.0,7,0,0,2,15,0,0,0
2.0,1,5,3,7,105,1.0,7,0,0,2,15,0,0,0
2.67,2,2,1,2,105,1.0,7,0,0,2,15,0,0,0
2.0,1,2,1,2,74,1.0,8,0,1,2,6,0,0,0
3.0,1,2,2,4,74,1.0,8,0,1,2,6,0,0,0
2.0,1,2,2,2,74,1.0,8,0,1,2,6,0,0,0
3.0,2,1,1,2,153,1.0,10,0,1,2,15,0,0,0
2.33,1,1,0,1,96,1.0,7,0,2,10,21,0,0,0
2.0,1,1,0,3,96,1.0,7,0,2,10,21,0,0,0
2.67,2,2,1,3,72,1.0,10,0,2,1,6,0,0,0
2.67,2,1,0,2,87,1.0,5,0,0,3,9,0,0,0
2.0,1,2,1,2,163,1.0,10,0,2,2,14,0,0,0
3.0,2,1,1,2,163,1.0,10,0,2,2,14,0,0,0
3.0,2,1,1,2,163,1.0,10,0,2,2,14,0,0,0
1.67,2,3,1,7,50,1.0,4,0,1,0,7,0,0,0
2.67,2,2,1,2,126,1.0,8,0,0,2,12,0,0,0
2.33,2,3,2,5,138,1.0,11,0,1,2,10,0,0,0
3.0,1,1,0,1,95,1.0,6,0,2,2,7,0,0,0
2.33,1,1,1,2,112,1.0,8,0,2,6,15,0,0,0
2.67,2,2,0,3,112,1.0,8,0,2,6,15,0,0,0
2.67,2,2,0,3,112,1.0,8,0,2,6,15,0,0,0
2.33,1,1,1,2,112,1.0,8,0,2,6,15,0,0,0
3.0,1,1,2,3,133,1.0,10,0,0,4,8,0,0,0
2.33,2,2,2,2,133,1.0,10,0,0,4,8,0,0,0
2.67,1,1,2,2,133,1.0,10,0,0,4,8,0,0,0
3.0,1,2,1,2,77,1.0,7,0,0,0,6,0,0,0
1.67,0,0,0,1,98,1.0,8,0,3,4,6,0,0,0
2.33,1,2,0,3,98,1.0,8,0,3,4,6,0,0,0
3.0,0,1,1,2,98,1.0,8,0,3,4,6,0,0,0
3.0,2,2,1,2,98,1.0,8,0,3,4,6,0,0,0
1.67,4,5,2,6,77,1.0,8,0,0,3,10,0,0,0
2.33,3,3,2,5,77,1.0,8,1,0,3,10,0,0,0
3.0,3,3,2,4,77,1.0,8,0,0,3,10,0,0,0
2.0,3,3,3,3,125,1.0,7,2,2,2,6,0,0,0
2.0,0,0,0,1,125,1.0,7,0,2,2,6,0,0,0
3.0,1,1,1,2,80,1.0,5,0,2,3,5,0,0,0
3.0,3,3,3,3,80,1.0,5,0,2,3,5,0,0,0
2.33,0,1,1,2,63,1.0,7,0,0,3,9,0,0,0
1.0,1,1,1,4,35,1.0,5,1,0,1,7,0,0,0
2.33,2,3,2,4,59,1.0,5,0,1,3,7,0,0,0
3.0,3,3,1,4,65,1.0,5,0,0,2,4,0,0,0
2.67,1,1,0,1,65,1.0,5,0,0,2,4,0,0,0
2.33,1,2,1,3,65,1.0,5,0,0,2,4,0,0,0
2.33,1,1,1,1,144,1.0,13,0,1,9,14,0,0,0
1.67,4,3,2,4,118,1.0,6,1,0,7,15,0,0,0
2.0,2,2,1,4,118,1.0,6,0,0,7,15,0,0,0
2.0,1,1,0,3,88,1.0,5,0,0,2,8,0,0,0
3.0,2,3,1,3,88,1.0,5,0,0,2,8,0,0,0
2.33,1,1,1,2,104,1.0,12,0,3,7,16,0,0,0
2.67,2,2,2,3,121,1.0,9,1,0,1,8,0,0,0
1.0,2,2,2,3,121,1.0,9,1,0,1,8,0,0,0
2.33,1,1,0,2,78,1.0,5,0,0,3,6,0,0,0
2.33,0,0,0,1,78,1.0,5,0,0,3,6,0,0,0
3.0,2,4,2,5,148,1.0,10,0,1,2,10,0,0,0
3.0,0,0,0,2,148,1.0,10,0,1,2,10,0,0,0
3.0,2,2,1,2,148,1.0,10,0,1,2,10,0,0,0
1.0,0,4,3,6,78,1.0,8,0,1,6,6,0,0,0
2.33,0,3,2,3,78,1.0,8,0,1,6,6,0,0,0
2.67,1,1,1,3,82,1.0,7,0,0,1,6,0,0,0
3.0,3,2,0,3,68,1.0,4,0,1,7,12,0,0,0
2.33,1,1,0,1,97,1.0,4,0,1,2,6,0,0,0
3.0,2,2,1,2,129,1.0,7,0,0,3,13,0,0,0
2.67,1,1,1,1,75,1.0,6,0,0,2,8,0,0,0
1.67,1,1,1,2,96,1.0,8,0,1,2,5,0,0,0
2.0,2,2,2,2,136,1.0,5,0,0,5,9,0,0,0
2.67,2,2,0,3,60,1.0,5,0,2,1,10,0,0,0
1.67,1,1,0,3,60,1.0,5,0,2,1,10,0,0,0
3.0,1,1,1,1,140,1.0,6,0,1,2,1,0,0,0
2.33,2,2,1,3,59,1.0,6,0,0,0,8,0,0,0
3.0,2,1,1,2,59,1.0,6,0,0,0,8,0,0,0
2.67,1,2,2,2,147,1.0,10,0,0,5,16,0,0,0
3.0,1,1,1,2,65,1.0,7,0,2,1,12,0,0,0
2.67,3,3,2,4,65,1.0,7,1,2,1,12,0,0,0
3.0,1,1,1,1,112,1.0,5,0,1,5,11,0,0,0
3.0,2,2,1,3,112,1.0,5,0,1,5,11,0,0,0
1.67,2,1,0,2,45,1.0,4,0,0,5,7,0,0,0
1.67,1,1,0,4,45,1.0,4,0,0,5,7,0,0,0
2.0,2,2,0,5,45,1.0,4,0,0,5,7,0,0,0
2.0,1,1,0,5,45,1.0,4,0,0,5,7,0,0,0
3.0,2,1,0,3,45,1.0,4,0,0,5,7,0,0,0
1.67,2,2,0,5,45,1.0,4,0,0,5,7,0,0,0
1.67,1,1,0,1,39,1.0,5,0,1,1,4,0,0,0
2.33,1,1,1,2,328,1.0,14,0,2,5,23,0,0,0
2.67,1,2,0,2,328,1.0,14,0,2,5,23,0,0,0
2.33,2,2,1,3,328,1.0,14,0,2,5,23,0,0,0
2.0,2,2,2,2,28,1.0,6,0,0,0,6,0,0,0
2.0,1,1,0,2,47,1.0,7,0,3,0,6,0,0,0
3.0,3,3,3,4,94,1.0,4,0,0,8,12,0,0,0
2.67,0,0,0,2,94,1.0,4,0,0,8,12,0,0,0
1.67,1,1,1,3,94,1.0,4,0,0,8,12,0,0,0
2.33,1,1,1,3,55,1.0,5,0,3,3,5,0,0,0
2.0,0,0,0,1,55,1.0,5,0,3,3,5,0,0,0
1.67,0,1,0,2,55,1.0,5,0,3,3,5,0,0,0
2.0,1,1,1,3,55,1.0,5,0,3,3,5,0,0,0
2.33,1,1,1,2,55,1.0,5,0,3,3,5,0,0,0
2.67,0,0,0,2,55,1.0,5,0,3,3,5,0,0,0
2.0,0,1,0,3,55,1.0,5,0,3,3,5,0,0,0
2.0,0,0,0,2,55,1.0,5,0,3,3,5,0,0,0
3.0,2,2,2,2,55,1.0,5,0,3,3,5,0,0,0
3.0,2,2,0,2,85,1.0,7,0,1,2,14,0,0,0
3.0,2,3,1,6,37,1.0,5,0,0,1,5,0,0,0
2.0,1,4,3,6,49,1.0,4,0,0,0,5,0,0,0
3.0,3,3,2,3,164,1.0,12,0,2,11,15,0,0,0
2.67,3,3,3,3,164,1.0,12,0,2,11,15,0,0,0
3.0,1,2,1,2,45,1.0,4,0,2,1,7,0,0,0
2.33,1,2,1,2,55,1.0,5,0,0,1,8,0,0,0
1.33,0,2,1,3,74,1.0,6,0,0,1,12,0,0,0
1.33,0,2,1,3,74,1.0,6,0,0,1,12,0,0,0
2.67,1,1,0,2,137,1.0,10,0,1,7,14,0,0,0
2.67,4,5,4,5,137,1.0,10,0,1,7,14,0,0,0
2.67,2,3,1,5,127,1.0,9,0,1,3,13,0,0,0
3.0,1,1,1,1,53,1.0,4,0,0,0,3,0,0,0
3.0,1,1,1,2,53,1.0,4,0,0,0,3,0,0,0
2.0,3,3,4,4,53,1.0,4,0,0,5,8,0,0,0
2.0,2,2,2,3,53,1.0,4,0,0,5,8,0,0,0
3.0,3,3,3,3,53,1.0,4,0,0,5,8,0,0,0
1.67,0,1,1,2,51,1.0,5,0,3,3,8,0,0,0
3.0,1,2,1,2,311,1.0,12,0,1,2,25,0,0,0
2.67,0,1,1,2,74,1.0,6,0,1,4,7,0,0,0
3.0,2,3,1,3,103,1.0,6,0,0,1,2,0,0,0
3.0,1,1,1,2,120,1.0,8,0,0,3,7,0,0,0
3.0,1,0,0,2,120,1.0,8,0,0,3,7,0,0,0
3.0,2,1,0,3,120,1.0,8,0,0,3,7,0,0,0
3.0,0,1,1,2,70,1.0,6,0,1,2,7,0,0,0
2.67,1,2,2,2,70,1.0,6,0,1,2,7,0,0,0
1.0,0,1,1,2,70,1.0,6,0,1,2,7,0,0,0
3.0,3,3,3,3,70,1.0,6,0,1,2,7,0,0,0
2.0,3,3,1,3,120,1.0,12,0,1,11,13,0,0,0
3.0,1,1,0,2,120,1.0,12,0,1,11,13,0,0,0
3.0,2,2,1,2,81,1.0,6,0,1,1,7,0,0,0
2.0,2,2,1,3,81,1.0,6,0,1,1,7,0,0,0
2.67,2,2,1,3,81,1.0,6,0,1,1,7,0,0,0
1.67,2,3,2,5,298,1.0,15,0,1,1,15,0,0,0
2.67,2,1,0,3,68,1.0,4,1,3,3,5,0,0,0
2.0,2,1,0,3,68,1.0,4,0,3,3,5,0,0,0
3.0,1,1,0,1,49,1.0,6,0,0,2,9,0,0,0
1.33,2,2,1,3,82,1.0,8,0,4,3,7,0,0,0
2.0,2,3,1,5,82,1.0,8,0,4,3,7,0,0,0
3.0,3,3,2,5,73,1.0,5,1,1,4,8,0,0,0
3.0,2,2,0,2,22,1.0,4,0,2,4,4,0,0,0
2.33,1,0,1,2,58,1.0,4,1,4,5,11,0,0,0
1.67,1,1,0,3,58,1.0,4,0,4,5,11,0,0,0
2.67,2,3,1,3,58,1.0,4,0,4,5,11,0,0,0
2.67,2,0,0,4,58,1.0,4,0,4,5,11,0,0,0
2.0,1,3,1,5,58,1.0,4,0,4,5,11,0,0,0
2.33,0,1,0,1,58,1.0,4,0,4,5,11,0,0,0
2.0,1,1,1,2,57,1.0,4,0,2,3,11,0,0,0
2.33,3,6,3,6,44,1.0,5,0,0,0,6,0,0,0
2.0,1,2,1,3,44,1.0,5,0,0,0,6,0,0,0
2.33,2,2,0,4,71,1.0,6,0,0,3,11,0,0,0
2.67,3,3,1,3,71,1.0,6,0,0,3,11,0,0,0
3.0,1,1,0,2,71,1.0,6,0,0,3,11,0,0,0
3.0,1,2,1,3,354,1.0,14,1,1,3,18,0,0,0
3.0,3,3,2,3,354,1.0,14,0,1,3,18,0,0,0
3.0,1,2,1,2,47,1.0,4,0,2,1,9,0,0,0
1.33,1,2,2,3,45,1.0,4,0,3,6,10,0,0,0
2.33,2,2,1,4,93,1.0,8,1,1,1,7,0,0,0
3.0,3,3,1,3,93,1.0,8,0,1,1,7,0,0,0
2.0,2,2,0,3,93,1.0,8,0,1,1,7,0,0,0
2.67,4,4,3,6,93,1.0,8,1,1,1,7,0,0,0
2.33,2,2,0,3,93,1.0,8,0,1,1,7,0,0,0
3.0,2,1,0,3,131,1.0,7,0,0,7,15,0,0,0
3.0,3,2,0,3,131,1.0,7,0,0,7,15,0,0,0
2.33,3,3,1,3,131,1.0,7,0,0,7,15,0,0,0
2.0,1,2,2,3,74,1.0,9,0,1,0,5,0,0,0
1.0,0,0,0,3,64,1.0,5,0,0,0,4,0,0,0
2.0,1,2,2,4,64,1.0,5,0,0,0,4,0,0,0
1.0,1,2,2,3,64,1.0,5,0,0,0,4,0,0,0
1.67,3,2,4,5,29,1.0,4,2,1,2,12,0,0,0
3.0,1,1,0,2,29,1.0,4,0,1,2,12,0,0,0
3.0,1,1,1,1,42,1.0,5,0,1,1,3,0,0,0
1.67,0,1,0,1,43,1.0,4,0,2,1,7,0,0,0
2.33,2,2,1,4,84,1.0,7,1,0,7,12,0,0,0
1.67,1,2,3,3,106,1.0,6,2,3,18,19,0,0,0
2.67,0,0,2,2,106,1.0,6,1,3,18,19,0,0,0
1.67,3,4,5,5,106,1.0,6,3,3,18,19,0,0,0
2.67,3,3,3,5,106,1.0,6,2,3,18,19,0,0,0
2.33,3,3,3,4,106,1.0,6,2,3,18,19,0,0,0
1.67,4,4,4,5,106,1.0,6,3,3,18,19,0,0,0
2.33,3,2,3,5,106,1.0,6,2,3,18,19,0,0,0
2.0,3,3,5,5,106,1.0,6,3,3,18,19,0,0,0
2.0,0,0,0,2,106,1.0,6,0,3,18,19,0,0,0
2.33,0,0,0,2,106,1.0,6,0,3,18,19,0,0,0
2.33,0,0,0,3,106,1.0,6,0,3,18,19,0,0,0
2.0,0,0,0,3,106,1.0,6,0,3,18,19,0,0,0
2.33,1,0,0,2,106,1.0,6,0,3,18,19,0,0,0
2.67,0,0,0,2,106,1.0,6,0,3,18,19,0,0,0
2.33,0,0,0,4,106,1.0,6,0,3,18,19,0,0,0
1.67,0,0,0,1,106,1.0,6,0,3,18,19,0,0,0
3.0,0,0,0,2,106,1.0,6,0,3,18,19,0,0,0
1.67,0,0,0,2,106,1.0,6,0,3,18,19,0,0,0
2.0,0,0,0,3,84,1.0,7,0,2,2,6,0,0,0
3.0,2,2,0,2,64,1.0,6,0,0,3,10,0,0,0
2.67,1,1,1,5,33,1.0,4,0,1,0,3,0,0,0
2.0,0,1,1,2,43,1.0,4,0,3,2,7,0,0,0
2.33,0,2,0,3,43,1.0,4,0,3,2,7,0,0,0
2.67,0,3,2,3,43,1.0,4,0,3,2,7,0,0,0
2.33,0,0,0,2,37,1.0,6,0,1,1,5,0,0,0
1.67,0,0,0,4,37,1.0,6,0,1,1,5,0,0,0
2.67,2,2,0,3,37,1.0,6,0,1,1,5,0,0,0
1.33,1,1,0,4,85,1.0,6,0,3,2,5,0,0,0
2.33,2,2,2,3,85,1.0,6,0,3,2,5,0,0,0
2.33,3,3,1,3,179,1.0,13,1,2,8,17,0,0,0
2.67,2,4,4,5,179,1.0,13,1,2,8,17,0,0,0
2.67,2,2,2,4,179,1.0,13,0,2,8,17,0,0,0
2.67,2,4,4,4,179,1.0,13,0,2,8,17,0,0,0
2.0,3,4,3,5,179,1.0,13,0,2,8,17,0,0,0
2.67,1,2,2,4,127,1.0,8,1,3,1,11,0,0,0
2.67,0,0,0,2,127,1.0,8,0,3,1,11,0,0,0
1.67,0,2,2,3,127,1.0,8,0,3,1,11,0,0,0
2.0,0,1,0,1,127,1.0,8,0,3,1,11,0,0,0
2.67,1,5,2,5,127,1.0,8,0,3,1,11,0,0,0
2.33,0,3,2,4,127,1.0,8,0,3,1,11,0,0,0
2.67,1,1,1,3,58,1.0,5,0,1,5,8,0,0,0
2.67,2,2,2,4,36,1.0,4,0,0,2,5,0,0,0
1.0,1,1,0,3,36,1.0,4,0,0,2,5,0,0,0
1.67,0,2,1,3,65,1.0,6,0,0,0,4,0,0,0
1.67,1,1,0,2,65,1.0,6,0,0,0,4,0,0,0
3.0,1,1,1,2,294,1.0,14,0,2,8,14,0,0,0
2.33,0,0,0,1,68,1.0,7,0,3,3,6,0,0,0
1.67,1,4,4,5,112,1.0,11,1,2,9,15,0,0,0
2.67,3,4,4,4,112,1.0,11,0,2,9,15,0,0,0
2.67,2,3,3,3,112,1.0,11,0,2,9,15,0,0,0
2.67,3,4,3,5,112,1.0,11,0,2,9,15,0,0,0
2.33,3,3,2,4,112,1.0,11,0,2,9,15,0,0,0
2.67,1,1,1,2,112,1.0,11,0,2,9,15,0,0,0
2.67,1,2,2,2,209,1.0,12,0,2,3,7,0,0,0
2.33,2,3,2,5,209,1.0,12,0,2,3,7,0,0,0
2.33,1,1,0,3,80,1.0,6,1,1,3,5,0,0,0
3.0,2,1,1,2,103,1.0,6,0,1,7,22,0,0,0
3.0,2,2,1,2,103,1.0,6,0,1,7,22,0,0,0
2.0,2,2,0,2,65,1.0,6,0,1,1,4,0,0,0
2.67,1,2,1,3,65,1.0,6,0,1,1,4,0,0,0
1.0,2,2,1,5,30,1.0,4,0,0,1,5,0,0,0
3.0,0,3,1,3,111,1.0,9,0,2,5,5,0,0,0
2.33,1,1,0,1,68,1.0,4,0,2,2,6,0,0,0
2.0,2,2,0,5,44,1.0,4,2,0,2,7,0,0,0
3.0,3,2,0,3,44,1.0,4,0,0,2,7,0,0,0
3.0,2,2,2,3,219,1.0,12,3,2,5,23,0,0,0
2.67,2,2,0,3,219,1.0,12,0,2,5,23,0,0,0
2.0,2,2,2,3,80,1.0,5,0,0,1,7,0,0,0
2.67,0,0,0,1,47,1.0,5,0,1,2,6,0,0,0
1.33,2,1,0,3,37,1.0,5,0,2,4,7,0,0,0
2.0,2,2,1,2,37,1.0,5,0,2,4,7,0,0,0
2.67,2,3,2,3,37,1.0,5,0,2,4,7,0,0,0
3.0,1,1,0,1,28,1.0,4,0,0,0,4,0,0,0
3.0,0,0,0,2,28,1.0,4,0,0,0,4,0,0,0
2.0,0,0,0,3,28,1.0,4,0,0,0,4,0,0,0
2.67,1,4,3,5,227,1.0,11,0,1,2,16,0,0,0
2.33,1,3,1,5,227,1.0,11,1,1,2,16,0,0,0
2.67,1,1,1,4,227,1.0,11,0,1,2,16,0,0,0
3.0,2,2,0,2,36,1.0,4,0,2,1,7,0,0,0
3.0,2,2,1,2,93,1.0,9,0,6,2,14,0,0,0
2.33,2,1,0,3,93,1.0,9,0,6,2,14,0,0,0
3.0,2,2,2,2,69,1.0,5,0,1,2,6,0,0,0
3.0,1,2,1,4,108,1.0,10,0,1,3,10,0,0,0
2.33,0,0,0,1,108,1.0,10,0,1,3,10,0,0,0
2.67,0,0,0,1,122,1.0,7,0,2,2,6,0,0,0
2.67,1,2,2,2,40,1.0,4,0,0,0,3,0,0,0
2.0,0,1,0,2,48,1.0,4,0,1,0,8,0,0,0
3.0,2,2,2,2,111,1.0,7,0,3,4,8,0,0,0
2.0,0,0,0,2,111,1.0,7,0,3,4,8,0,0,0
3.0,0,2,0,2,36,1.0,4,0,0,0,6,0,0,0
1.33,0,1,0,2,46,1.0,4,0,0,3,9,0,0,0
3.0,1,0,0,2,158,1.0,8,0,0,17,22,0,0,0
1.67,2,2,2,4,125,1.0,5,0,0,2,9,0,0,0
2.33,2,3,3,4,282,1.0,14,0,1,4,16,0,0,0
2.0,2,2,1,2,282,1.0,14,0,1,4,16,0,0,0
2.67,1,1,0,3,40,1.0,4,0,0,0,4,0,0,0
2.67,1,2,2,2,69,1.0,5,0,0,1,11,0,0,0
2.67,1,3,0,3,69,1.0,5,0,0,1,11,0,0,0
2.67,1,1,1,2,34,1.0,4,0,0,2,6,0,0,0
2.33,3,3,1,3,34,1.0,4,0,0,2,6,0,0,0
3.0,3,3,1,3,61,1.0,6,0,0,5,7,0,0,0
2.33,1,1,1,1,54,1.0,4,0,0,2,9,0,0,0
1.33,0,0,0,2,53,1.0,5,0,2,4,9,0,0,0
3.0,2,2,1,3,69,1.0,5,0,0,0,5,0,0,0
3.0,1,1,0,1,45,1.0,4,0,0,2,7,0,0,0
2.33,0,1,0,2,45,1.0,4,0,0,2,7,0,0,0
3.0,1,1,0,2,45,1.0,4,0,0,2,7,0,0,0
3.0,0,1,0,2,155,1.0,11,0,0,3,12,0,0,0
2.33,1,2,2,2,155,1.0,11,0,0,3,12,0,0,0
2.33,2,3,3,5,155,1.0,11,0,0,3,12,0,0,0
1.67,0,1,1,3,111,1.0,12,0,0,7,15,0,0,0
1.67,0,0,0,1,111,1.0,12,0,0,7,15,0,0,0
3.0,4,5,5,5,143,1.0,10,2,3,12,11,0,0,0
2.67,1,2,2,3,143,1.0,10,0,3,12,11,0,0,0
1.0,1,1,1,3,143,1.0,10,0,3,12,11,0,0,0
2.33,1,1,1,2,143,1.0,10,0,3,12,11,0,0,0
2.33,1,2,2,3,143,1.0,10,0,3,12,11,0,0,0
3.0,0,1,1,2,143,1.0,10,0,3,12,11,0,0,0
2.0,5,5,5,5,70,1.0,8,2,2,2,8,0,0,0
3.0,4,4,3,4,70,1.0,8,2,2,2,8,0,0,0
2.67,3,3,2,4,70,1.0,8,0,2,2,8,0,0,0
2.0,2,2,2,2,39,1.0,5,1,1,2,4,0,0,0
2.67,4,4,4,4,39,1.0,5,1,1,2,4,1,1,1
2.67,1,1,1,1,39,1.0,5,0,1,2,4,0,0,0
2.67,1,1,1,1,39,1.0,5,0,1,2,4,0,0,0
2.0,1,2,1,3,81,1.0,5,0,6,4,14,0,0,0
2.0,0,1,1,3,81,1.0,5,0,6,4,14,0,0,0
2.0,0,1,0,2,81,1.0,5,0,6,4,14,0,0,0
2.33,1,2,1,3,81,1.0,5,0,6,4,14,0,0,0
2.0,1,2,1,4,81,1.0,5,0,6,4,14,0,0,0
1.67,3,2,3,3,81,1.0,5,2,6,4,14,0,0,0
2.33,0,1,1,3,81,1.0,5,0,6,4,14,0,0,0
3.0,1,2,2,4,81,1.0,5,0,6,4,14,0,0,0
1.33,0,0,0,1,81,1.0,5,0,6,4,14,0,0,0
1.33,0,1,0,4,81,1.0,5,0,6,4,14,0,0,0
2.67,2,0,2,4,81,1.0,5,1,6,4,14,0,0,0
2.33,2,2,2,4,81,1.0,5,0,6,4,14,0,0,0
1.33,1,2,1,5,81,1.0,5,1,6,4,14,0,0,1
1.67,0,0,0,2,81,1.0,5,0,6,4,14,0,0,0
2.0,2,2,2,4,81,1.0,5,0,6,4,14,0,0,0
2.33,1,1,0,3,81,1.0,5,0,6,4,14,0,0,0
1.67,0,1,1,3,81,1.0,5,0,6,4,14,0,0,0
2.67,1,2,1,4,81,1.0,5,0,6,4,14,0,0,0
2.0,1,2,1,3,81,1.0,5,0,6,4,14,0,0,0
2.33,0,1,1,4,81,1.0,5,0,6,4,14,0,0,0
2.33,0,0,0,3,81,1.0,5,0,6,4,14,0,0,0
1.67,2,2,0,3,153,1.0,10,0,0,3,20,0,0,0
3.0,1,1,0,1,51,1.0,4,0,4,6,13,0,0,0
2.67,1,1,1,3,71,1.0,6,0,0,3,12,0,0,0
2.0,1,1,0,5,71,1.0,6,0,0,3,12,0,0,0
3.0,1,1,1,2,71,1.0,6,0,0,3,12,0,0,0
1.67,0,0,0,1,71,1.0,6,0,0,3,12,0,0,0
3.0,2,2,1,2,71,1.0,6,0,0,3,12,0,0,0
3.0,2,2,0,2,32,1.0,4,0,2,2,9,0,0,0
2.33,2,2,0,3,32,1.0,4,0,2,2,9,0,0,0
3.0,2,2,0,2,32,1.0,4,0,2,2,9,0,0,0
2.33,1,2,0,2,32,1.0,4,0,2,2,9,0,0,0
3.0,2,2,0,2,39,1.0,4,0,0,2,5,0,0,0
3.0,2,3,1,3,87,1.0,8,0,0,6,13,0,0,0
3.0,5,5,2,5,87,1.0,8,1,0,6,13,0,0,0
3.0,2,4,3,5,107,1.0,5,0,2,8,15,0,0,0
3.0,4,3,2,4,58,1.0,6,1,1,0,7,0,0,0
3.0,2,2,2,2,58,1.0,6,0,1,0,7,0,0,0
1.33,0,0,0,2,106,1.0,3,0,0,2,6,0,0,0
1.33,1,1,1,3,63,1.0,6,1,2,4,9,0,0,0
2.0,1,1,0,2,63,1.0,6,1,2,4,9,0,0,0
2.33,2,2,1,3,63,1.0,6,2,2,4,9,0,0,0
1.0,0,0,0,4,63,1.0,6,0,2,4,9,0,0,0
2.67,0,0,0,2,63,1.0,6,0,2,4,9,0,0,0
2.33,1,1,0,1,63,1.0,6,0,2,4,9,0,0,0
2.33,1,1,0,1,36,1.0,7,0,3,0,7,0,0,0
2.67,1,1,0,2,36,1.0,7,0,3,0,7,0,0,0
2.67,2,2,2,2,158,1.0,13,0,1,5,4,0,0,0
3.0,1,0,0,2,66,1.0,7,0,2,0,9,0,0,0
3.0,0,0,0,1,61,1.0,8,0,1,6,13,0,0,0
3.0,2,2,0,3,92,1.0,8,0,1,0,9,0,0,0
3.0,3,3,0,3,92,1.0,8,0,1,0,9,0,0,0
3.0,1,1,0,1,92,1.0,8,0,1,0,9,0,0,0
3.0,2,3,1,3,93,1.0,6,0,0,1,4,0,0,0
2.67,1,1,1,2,206,1.0,12,0,1,6,23,0,0,0
2.0,3,4,4,5,338,1.0,11,0,1,5,21,0,0,0
1.67,2,3,2,3,74,1.0,8,0,2,1,9,0,0,0
2.33,1,1,0,3,64,1.0,9,1,3,4,9,0,0,0
2.0,2,2,0,3,64,1.0,9,0,3,4,9,0,0,0
3.0,1,1,0,1,64,1.0,9,0,3,4,9,0,0,0
1.67,2,2,0,2,64,1.0,9,0,3,4,9,0,0,0
2.33,2,3,2,4,46,1.0,6,0,1,12,8,0,0,0
3.0,2,2,0,2,46,1.0,6,0,1,12,8,0,0,0
3.0,1,1,1,1,48,1.0,6,0,3,2,6,0,0,0
2.33,1,2,2,5,48,1.0,6,2,3,2,6,0,0,0
3.0,3,3,1,3,82,1.0,7,0,3,0,5,0,0,0
2.0,1,0,1,3,177,1.0,11,1,1,3,11,0,0,0
2.67,0,0,0,1,177,1.0,11,0,1,3,11,0,0,0
3.0,1,1,0,1,177,1.0,11,0,1,3,11,0,0,0
3.0,2,2,0,3,177,1.0,11,0,1,3,11,0,0,0
1.67,1,3,2,4,177,1.0,11,1,1,3,11,0,0,0
1.0,1,1,0,4,30,1.0,4,0,2,4,5,0,0,0
3.0,1,1,0,3,30,1.0,4,0,2,4,5,0,0,0
3.0,1,1,1,2,88,1.0,6,0,0,1,7,0,0,0
1.67,1,1,1,3,88,1.0,6,0,0,1,7,0,0,0
1.67,4,4,2,4,86,1.0,7,1,1,8,18,0,0,0
2.33,3,3,1,3,86,1.0,7,0,1,8,18,0,0,0
